Rank,Keyword,Monthly Vol,CPC,Score,Competitor Sources,Example Competitor URL,Build Slug
1768,"2015 wisconsin taxes",0,0,0,1,"https://www.paycheckcity.com/insights/2015-wisconsin-taxes","/2015-wisconsin-taxes"
1769,"alaska state taxes",0,0,0,1,"https://www.paycheckcity.com/insights/alaska-state-taxes","/alaska-state-taxes"
1770,"michigan taxes 2015",0,0,0,1,"https://www.paycheckcity.com/insights/michigan-taxes-2015","/michigan-taxes-2015"
1771,"vermont 2015 taxes",0,0,0,1,"https://www.paycheckcity.com/insights/vermont-2015-taxes","/vermont-2015-taxes"
1772,"calculate federal taxes",0,0,0,1,"https://www.paycheckcity.com/insights/calculate-federal-taxes","/calculate-federal-taxes"
1773,"private label calculators",0,0,0,1,"https://www.paycheckcity.com/private-label-calculators","/private-label-calculators"
1774,"savings calculator now",0,0,0,1,"http://www.calcxml.com/calculators/savings-calculator-now?skn=368","/savings-calculator-now"
1775,"checkbook balancer calculator",0,0,0,1,"http://www.calcxml.com/calculators/checkbook-balancer-calculator","/checkbook-balancer-calculator"
1776,"saving for college",0,0,0,1,"http://www.calcxml.com/calculators/saving-for-college","/saving-for-college"
1777,"too much debt",0,0,0,1,"http://www.calcxml.com/calculators/too-much-debt","/too-much-debt"
1778,"extra payment calculator",0,0,0,1,"http://www.calcxml.com/calculators/extra-payment-calculator","/extra-payment-calculator"
1779,"savings goal calculator",0,0,0,1,"http://www.calcxml.com/calculators/savings-goal-calculator","/savings-goal-calculator"
1780,"savings calculator growth",0,0,0,1,"http://www.calcxml.com/calculators/savings-calculator-growth","/savings-calculator-growth"
1781,"auto refinance calculator",0,0,0,1,"http://www.calcxml.com/calculators/auto-refinance-calculator","/auto-refinance-calculator"
1782,"section 179 deduction",0,0,0,1,"http://www.calcxml.com/calculators/section-179-deduction","/section-179-deduction"
1783,"survivor life insurance",0,0,0,1,"http://www.calcxml.com/calculators/survivor-life-insurance","/survivor-life-insurance"
1784,"survivor life insurance.pdf",0,0,0,1,"http://www.calcxml.com/downloads/survivor-life-insurance.pdf","/survivor-life-insurance.pdf"
1785,"credit score calculator",0,0,0,1,"http://www.calcxml.com/calculators/credit-score-calculator","/credit-score-calculator"
1786,"retirement plan annuities",0,0,0,1,"https://www.tiaa.org/public/retire/financial-products/annuities/retirement-plan-annuities","/retirement-plan-annuities"
1787,"457b retirement plan",0,0,0,1,"https://www.tiaa.org/public/retire/financial-products/457b-retirement-plan","/457b-retirement-plan"
1788,"inheriting retirement account",0,0,0,1,"https://www.tiaa.org/public/retire/life-essentials/what-to-do-after-someone-dies/inheriting-retirement-account","/inheriting-retirement-account"
1789,"saving for education",0,0,0,1,"https://www.tiaa.org/public/retire/life-essentials/saving-for-education","/saving-for-education"
1790,"interest rate disclosure",0,0,0,1,"https://www.tiaa.org/public/invest/financial-products/brokerage-accounts/interest-rate-disclosure","/interest-rate-disclosure"
1791,"health savings account",0,0,0,1,"https://www.tiaa.org/public/invest/financial-products/health-savings-account","/health-savings-account"
1792,"529 college savings",0,0,0,1,"https://www.tiaa.org/public/invest/financial-products/529-college-savings","/529-college-savings"
1793,"healthcare for retirement",0,0,0,1,"https://www.tiaa.org/public/invest/services/wealth-management/perspectives/healthcare-for-retirement","/healthcare-for-retirement"
1794,"investment planning lessons",0,0,0,1,"https://www.tiaa.org/public/invest/services/wealth-management/perspectives/investment-planning-lessons","/investment-planning-lessons"
1795,"esg investing trends",0,0,0,1,"https://www.tiaa.org/public/invest/services/wealth-management/perspectives/esg-investing-trends","/esg-investing-trends"
1796,"managing your money",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/managing-your-money","/managing-your-money"
1797,"retirement policy solutions",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/retirement-bill-of-rights/retirement-policy-solutions","/retirement-policy-solutions"
1798,"retirement plan investments",0,0,0,1,"https://www.tiaa.org/public/learn/financial-essentials/retirement-plan-investments","/retirement-plan-investments"
1799,"corporate governance leadership",0,0,0,1,"https://www.tiaa.org/public/about-tiaa/corporate-governance-leadership","/corporate-governance-leadership"
1800,"retirement trends insights",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/retirement-trends-insights","/retirement-trends-insights"
1801,"cybersecurity retirement industry",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/thought-leadership/retirement-industry-trends/cybersecurity-retirement-industry","/cybersecurity-retirement-industry"
1802,"retirement crisis solutions",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-1/retirement-crisis-solutions","/retirement-crisis-solutions"
1803,"modernizing erisa retirement",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-4/modernizing-erisa-retirement","/modernizing-erisa-retirement"
1804,"retirement readiness preparation",0,0,0,1,"https://www.tiaa.org/public/plansponsors/insights/tmrw/edition-7/retirement-readiness-preparation","/retirement-readiness-preparation"
1805,"retirement plan management",0,0,0,1,"https://www.tiaa.org/public/plansponsors/retirement-plan-management","/retirement-plan-management"
1806,"how we invest",0,0,0,1,"https://www.tiaa.org/public/plansponsors/how-we-invest","/how-we-invest"
1807,"retireplus select pro",0,0,0,1,"https://www.tiaa.org/public/plansponsors/retireplus-select-pro","/retireplus-select-pro"
1808,"women and retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/1999/women-and-retirement","/women-and-retirement"
1809,"adequacy life insurance",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2002/adequacy-life-insurance","/adequacy-life-insurance"
1810,"value phased retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2004/value-phased-retirement","/value-phased-retirement"
1811,"faculty retirement plans",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2015/faculty-retirement-plans","/faculty-retirement-plans"
1812,"hispanic personal finances",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2015/hispanic-personal-finances","/hispanic-personal-finances"
1813,"choice architecture retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2016/choice-architecture-retirement","/choice-architecture-retirement"
1814,"cultivating strategic innovation",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2016/cultivating-strategic-innovation","/cultivating-strategic-innovation"
1815,"transitioning presidency retirement",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2016/transitioning-presidency-retirement","/transitioning-presidency-retirement"
1816,"millennials and money",0,0,0,1,"https://www.tiaa.org/public/institute/publication/2020/millennials-and-money","/millennials-and-money"
1817,"retirement plan design",0,0,0,1,"https://www.tiaa.org/public/institute/about/retirement-plan-design","/retirement-plan-design"
1818,"james c hearn",0,0,0,1,"https://www.tiaa.org/public/institute/about/people/james-c-hearn","/james-c-hearn"
1819,"personal finance index",0,0,0,1,"https://www.tiaa.org/public/institute/about/news/personal-finance-index","/personal-finance-index"
1820,"cornell retirement plans",0,0,0,1,"https://www.tiaa.org/public/land/cornell_retirement_plans","/cornell-retirement-plans"
1821,"yale retirement changes",0,0,0,1,"https://www.tiaa.org/public/land/yale-retirement-changes","/yale-retirement-changes"
1822,"tiaa traditional rates",0,0,0,1,"https://www.tiaa.org/public/land/tiaa-traditional-rates","/tiaa-traditional-rates"
1823,"cuny responsible investing",0,0,0,1,"https://www.tiaa.org/public/land/cuny-responsible-investing","/cuny-responsible-investing"
1824,"retirement plan participation",0,0,0,1,"https://www.tiaa.org/public/b2b/thought-leadership/modernizing-the-default/retirement-plan-participation","/retirement-plan-participation"
1825,"qdia retirement plan",0,0,0,1,"https://www.tiaa.org/public/b2b/thought-leadership/modernizing-the-default/qdia-retirement-plan","/qdia-retirement-plan"
1826,"finance leaders exchange",0,0,0,1,"https://www.tiaa.org/public/b2b/thought-leadership/finance-leaders-exchange","/finance-leaders-exchange"
1827,"retirement emergency fund",0,0,0,1,"https://www.tiaa.org/public/education/essentials/annuitization/retirement-emergency-fund","/retirement-emergency-fund"
1828,"more saving options",0,0,0,1,"https://www.tiaa.org/public/education/essentials/workplace-retirement-plan/more-saving-options","/more-saving-options"
1829,"workplace retirement plan",0,0,0,1,"https://www.tiaa.org/public/education/essentials/workplace-retirement-plan","/workplace-retirement-plan"
1830,"retirement simulator flow",0,0,0,1,"https://www.tiaa.org/public/retirement-simulator-flow","/retirement-simulator-flow"
1831,"corporate governance accountability",0,0,0,1,"https://www.tiaa.org/public/about-tiaa/how-we-help/corporate-governance-accountability","/corporate-governance-accountability"
1832,"tiaa retirement checkup",0,0,0,1,"https://www.tiaa.org/public/land/tiaa-retirement-checkup","/tiaa-retirement-checkup"
1833,"personal finance 101",0,0,0,1,"https://www.tiaa.org/public/learn/personal-finance-101","/personal-finance-101"
1834,"balancing current debt",0,0,0,1,"https://www.tiaa.org/public/learn/personal-finance-101/balancing-current-debt","/balancing-current-debt"
1835,"building a budget",0,0,0,1,"https://www.tiaa.org/public/learn/personal-finance-101/building-a-budget","/building-a-budget"
1836,"invest in yourself",0,0,0,1,"https://www.tiaa.org/public/learn/prepare-unexpected/invest-in-yourself","/invest-in-yourself"
1837,"family money matters",0,0,0,1,"https://www.tiaa.org/public/land/family-money-matters","/family-money-matters"
1838,"personalized retirement planning",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/personalized-retirement-planning","/personalized-retirement-planning"
1839,"retirement advice today",0,0,0,1,"https://www.tiaa.org/public/land/retire-inequality/retirement-advice-today","/retirement-advice-today"
1840,"interest rates increase",0,0,0,1,"https://www.tiaa.org/public/land/interest-rates-increase","/interest-rates-increase"
1841,"investment profile updates",0,0,0,1,"https://www.tiaa.org/public/land/investment-profile-updates","/investment-profile-updates"
1842,"products iras taxseasonnonownu65",0,0,0,1,"https://www.tiaa.org/public/land/products-iras-taxseasonNONOWNU65","/products-iras-taxseasonnonownu65"
1843,"consolidate retirement accounts",0,0,0,1,"https://www.tiaa.org/public/learn/retirement-planning-and-beyond/consolidate-retirement-accounts","/consolidate-retirement-accounts"
1844,"preparing for retirement1",0,0,0,1,"https://www.tiaa.org/public/retire/services/preparing-for-retirement1","/preparing-for-retirement1"
1845,"compound interest retirement",0,0,0,1,"https://www.tiaa.org/public/education/essentials/annuitization/compound-interest-retirement","/compound-interest-retirement"
1846,"lines of credit",0,0,0,1,"https://www.wellsfargo.com/biz/business-credit/lines-of-credit/","/lines-of-credit"
1847,"payment processing options",0,0,0,1,"https://www.wellsfargo.com/biz/merchant/payment-processing-options/","/payment-processing-options"
1848,"payment processing pricing",0,0,0,1,"https://www.wellsfargo.com/biz/merchant/payment-processing-pricing/","/payment-processing-pricing"
1849,"debt capital markets",0,0,0,1,"https://www.wellsfargo.com/cib/disclaimer/debt-capital-markets/","/debt-capital-markets"
1850,"thermostat of investment",0,0,0,1,"https://www.wellsfargo.com/com/insights/agri-food-intelligence/thermostat-of-investment/","/thermostat-of-investment"
1851,"global payments liquidity",0,0,0,1,"https://www.wellsfargo.com/com/solutions/global-payments-liquidity/","/global-payments-liquidity"
1852,"strategic capital leadership",0,0,0,1,"https://www.wellsfargo.com/com/solutions/strategic-capital-leadership/","/strategic-capital-leadership"
1853,"payment relief options",0,0,0,1,"https://www.wellsfargo.com/es/financial-assistance/payment-relief-options/","/payment-relief-options"
1854,"cant pay loans",0,0,0,1,"https://www.wellsfargo.com/es/financial-education/basic-finances/financial-challenges/income/cant-pay-loans/","/cant-pay-loans"
1855,"credit and debt",0,0,0,1,"https://www.wellsfargo.com/es/financial-health/credit-and-debt/","/credit-and-debt"
1856,"compare borrowing options",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/compare-borrowing-options/","/compare-borrowing-options"
1857,"build your credit",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/establish-credit/build-your-credit/","/build-your-credit"
1858,"first credit account",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/establish-credit/first-credit-account/","/first-credit-account"
1859,"good credit habits",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/improve-credit/good-credit-habits/","/good-credit-habits"
1860,"difficulty making payments",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/manage-your-debt/difficulty-making-payments/","/difficulty-making-payments"
1861,"lower monthly payments",0,0,0,1,"https://www.wellsfargo.com/es/goals-credit/smarter-credit/manage-your-debt/lower-monthly-payments/","/lower-monthly-payments"
1862,"instant payments faqs",0,0,0,1,"https://www.wellsfargo.com/es/help/online-banking/instant-payments-faqs/","/instant-payments-faqs"
1863,"financial tools services",0,0,0,1,"https://www.wellsfargo.com/es/mobile-online-banking/financial-tools-services/","/financial-tools-services"
1864,"cash out refinance",0,0,0,1,"https://www.wellsfargo.com/es/mortgage/mortgage-refinance/cash-out-refinance/","/cash-out-refinance"
